Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
233332,B007TJGZ4A,AGQB7D61U9RW,Coffee addict,0,1,3,1255996800,Mediocre taste but no mess,"The K Cup system is great for quick coffee with no mess, but the taste is ok at best."
549805,B004779XNW,A2CSZ87RO4912T,"M. MCKNIGHT ""reviewer""",5,8,5,1168905600,Magical,"A slightly aggressive approach gives way to a fullness that is unmatched by the other so-called extra bold varieties. The finish is crisp, clean, and ultimately satisfying.  After several cups, one begins to contemplate that there might be an even darker, more fulfilling blend out there somewhere, perhaps being plucked from deep within a jungle or rain forest, or the side of a volcano.  Perchance there is, but until that is discovered, I must continue to let the magic wash across my taste buds, and deal with the sadness that follows the completion of a cup, knowing that the next cup has yet to be poured.<br /><br />Salut."
88658,B000PMJLJO,AZYMD9P9F9UZ6,W. Coombe,0,0,4,1238630400,Good Jerky,"I like the peppered flavor a lot better than the original or plain, it does have a good cracked pepper flavor. I also think the quality is better than most other brands that I have tried. I prefer the 1 oz. packaged."
549765,B004779XNW,AI3I4K7KXWDEX,love2shop,0,0,5,1307664000,Great coffee,I'm about to order another shipment right now. Great flavor! I bought it for the Kuerig maker at work and everyone loves it.
165574,B001QE7J2G,A3LY5F58098WPR,"Audrey J. Orek ""ChevyF16""",7,8,5,1200873600,Excellent. Product HAS NOT changed.,"I have been a Canidae (PAWS) customer since Feb 07 (7 lg dogs). I previously fed them Purina One, switched to Blue Buffalo in Dec 06, then Canidae in Feb 07 (food scare for Blue Buffalo). I am very particular about what I give my dogs: dog of 10yrs died/cancer and had 2 knee replacements due to arthritis/joint issues. My Dogs are doing great on Canidae. I just spoke w/ Canidae less than 2 mins ago and they HAVE NOT changed their product at all. I read the review from the person that once gave this product a great review and now thinks the product has changed due to her dogs' digestive issues (or something like that).  I left a msg for Canidae about 20 mins ago, and they already called me back at work to answer my questions (unlike Blue during the food scare).  If you have seen a blog concerning something about Acetaminophen being in Canidae, that is false. Some lady said she had Canidae and some other foods tested by putting them in a baggie together...blah blah, any way it was a false allegation but the internet spreads rumors like wildfire. I drive 2 hrs to re-stock on Canidae. Highly recommend."
79771,B001IZM92S,A34MM3F7Q0VTIT,Chiweenie Lover,2,2,3,1285545600,"Tasty, but are like crumbs!","I've been buying Bare Fruit's dried granny smith apples from Costco for a while now-large 14oz bag was less than $5. I bought 4-6 at a time because, just like Costco, they're known to discontinue good items!  Well, they did - Bare Fruit now sells their Cinnamon apple chips, which (to me) aren't good at all-too much of a good thing (cinnamon) just makes me sick after about 10 chips. Bring the grannies back! So I decided to look on the internet for an alternative & found these Fuji dried apples - they're really good (not as good as the grannies), but almost.  The only issue that I have is that I bought 4 bags (2 packs) and the chips are like crumbs-kinda like the bottom of your cereal when you're about to run out.  I was hoping for larger pieces - more like chips! These are remnants, sadly. The pictures shows full, round apple pieces - I had not ONE full apple chips, 98% were 1/2"" in size and I had to pour them into my mouth like crumbs.  Very disappointed!!!"
128197,B00014IVPQ,A2W16M29JPW14S,B. Nixon,1,1,5,1310860800,Coconut Oil,"I am glad I tried this. The flavor of coconut isn't strong, so cooking in it leaves a subtle flavor that doesn't overpower. I had read that it is nutritionally good for us, so I thought I would give it a try. I like it."
560246,B002UT92EY,A3J8JU17BU7BDP,"E. LaSpada ""ealaspada""",5,5,5,1308182400,Another believer,"One more personal testimonial to add to the rest. My Siamese has been prone to bouts of vomiting all his life, but 7 months ago it became chronic. He wouldn't eat or even keep liquids down, and in addition to many vet visits (totaling over $1500), my having to give him sub-Q fluid therapy myself, and a prescription diet, he was not improving (they tentatively diagnosed pancreatitus).<br /><br />In desperation, I combed the internet and saw many references to vomiting cats having corn allergies. As corn was listed as a major ingredient in both my cat's regular diet (the expensive Royal Canin Siamese food)AND the vet given Rx food (Hills), I searched for an alternative to try. I read a review on this page for Blue Buffalo and tried it out. Long story short (perhaps too late), it is 6 months later and my cat is happy, healthy and has vomited only twice in that time (yes. hairballs).<br /><br />It makes perfect sense. Cats in the wild do not eat grains. End of story. And my cat, notoriously fickle, took to it immediately. I highly recommend it. It's a little pricey, but cheaper than vet bills and a miserable cat."
152328,B000LKZD4W,A195135207HS76,R. Hubbard,3,3,5,1236124800,absolutely delicious,"Vegan or not, teriyaki primal strips are utterly delicious.  I cannot get enough of them.  The flavor is unimaginable.  The texture is incredible.  Everyone I have given samples to has been amazed.  They are expensive, as far as that goes.  But you cannot go wrong on flavor and texture.  These are so darn great that I have't tried any of the other flavors or textures so far."
79813,B001IZM92S,A2U0F1U8LM1HXH,Big Ronnie The Rocket,0,0,2,1326585600,Pretty awful,"I was pretty disappointed when I received these. They just don't seem to taste right, and the texture just seems off. I opened the second bag hoping it would be better, but more of the same. I would NOT order these again."
233223,B007TJGZ4A,A1J3ABJXPPFO9S,David Azar,0,0,3,1298937600,Great Coffee Flavor,"there is a little chemical kick but not to bad, as far a keurig goes this is the way to buy"
128204,B00014IVPQ,A1VAKXK2NKVCVX,Betty Brown,1,1,5,1291939200,Great for the hair!,"I purchased this product yesterday and eat a teaspoonful (tasted like a tasteless oil and after I swallowed it, the after taste was coconuty and pleasant) I gave a small amount to my daugher also. She has cornrow braids so I greased her scalp with the coconut oil because I heard this is also good for the hair. I greased my whole hair and slap with the oil. Today my hair feels softer then before so I am happy with my purchase. The benefits are numerous. I will start cooking with it this weekend."
79827,B001IZM92S,A2EKQQPVMWGJ9C,Joshua Olshan,0,0,5,1311120000,Much cheaper in bulk!,"I love these apples but they were expensive in small amounts.  These were wonderful, we just kept them in the bag they were shipped in and closed it with a chip clip."
268266,B0040K41MY,A1N5FSCYN4796F,"Philip R. Heath ""Gadgets, Music, & Books""",0,1,4,1337990400,Gluten Free Organic Vanilla Cereal,"I love trying different healthy cereal options, and the latest to make its way to my cereal bowl is Crunchy Vanilla Sunrise from Nature's Path.  I found this to be a pleasant tasting cereal with a good crunch.  It is made almost exclusively of organic ingredients, and nothing on the nutrition label seems out of line.  Here's the bonus:  it is also gluten free.  I have a family member on a gluten free diet, and it is nice to have an option that is affordable, tastes good, healthy, and gluten free.  So you may be wondering, ""Is there a downside?""  The only thing to be cautious about is the cost.  The box of cereal is only 10.6 oz., and it is not cheap (however nothing gluten free is).  Other than the cost, there's really nothing not to like.  I recommend this to anyone looking for something healthy, gluten free, and vanilla flavored."
128190,B00014IVPQ,A2DNN9TZXMUGGC,Miss Marie Mom to 3,1,1,5,1339459200,the ONLY coconut oil in my pantry!!,"LOVE LOVE LOVE!  I use this in food, on my face, body, my hair, as a base all my homemade creams/lotions... love love love. What can I say more? I order a 16 oz jar once/mo or the 32oz every 2 mos. I've tried 2 other brands (Barleans & Store Bought junk, LouAna (before I knew better) and this has been a staple in my pantry for 2 years or more. I can't go more than a day without it. I have coconut oil in small glass jars in all my bathrooms labeled for body so I know I can hand dip. I use this in my stainless steel pans prior to cooking pretty much anything. I use it in brownie mixes and pancake mixes... anything. LOVE IT.<br />I will most likely never switch to another brand. I like what I like and I'm sticking with it :)"
442323,B0030HSFW0,A21B6UCSSIU1O4,BrittSan,0,7,4,1323734400,Not what I expected,I got my husband the kitchenaid sausage stuffer for christmas and ordered this as well. Its like sand in the bag. Im guessning thats how its supposed to be. lol i have no idea!
560270,B002UT92EY,A2EWNDVV6V3LA2,Daniel Buckley,5,7,1,1322611200,"Cat liked it ok, but quality control issues","I ordered this to help my cat's digestive issues and he seemed to like it.  However, I immediately stopped using it when I found pieces of string sticking out of several of the pellets.  Like the other reviewer who found rubber inside, it could just be a fluke, but I don't like taking chances and switched to the Organix (which my cat loves)."
128224,B00014IVPQ,A10JIEY222LM1K,Di,0,0,5,1338854400,i use this for everything,This product is wonderful. Slowly but surely this is being spread to all of my relatives and loved ones. Definitely give it a try.
540273,B0006SDRRE,A2KOBYVCR28XZL,"Bruce Clark ""Long Valley, NJ""",0,0,5,1143331200,MarketSpice Tea,"My wife and I first encountered MarketSpice tea when we lived in San Diego years ago, and it has remained our favorite tea by far. Periodic shipments of the bulk tea bags have kept us well-stocked.  Definitely worth sampling if you never tried it!"
